"Reference","Qty","Value","Manufacturer Part Number","Manufacturer","Supplier","Supplier Part Number","DNP"
"J1,J2,J3","3","KH-BNC50-3511","KH-BNC50-3511","Kinghelm","LCSC","C2837587",""
